address,label_spender,nametag,type,total_tx_count,lifespan_hours,tx_density,mediated_theft_count,direct_in_count,mediated_op_ratio,token_flow_ratio,sender_receiver_ratio,is_ghost,top1_gas_payer_ratio,high_value_ratio
0x6c826a3a89abe3aafb0acfb9e38b8ea8a6fadbeb,0,,EOA,14,11581.40667,0.001208834,0,2,0,1,1,0,0.666666667,1
0x4e50ec2484b2a9c2e34d406c184ff2c37400d1f3,1,fake_phishing987967,CA,1,0,1,0,0,0,0,0,1,0,0
0x8e2db6c99a2cc40c7d805e18d9bb7a0aed1f03aa,0,,EOA,7,2379.786667,0.00294144,0,3,0,1.333333333,1.333333333,0,0,0
0xeb7212f130362d8b8e85cadf31dd818230d148f1,1,fake_phishing741127,CA,1,0,1,0,0,0,0,0,1,0,0
0x31d31fb4edce6aa5f015ad0e40205472faf6b2c1,1,fake_phishing987802,CA,1,0,1,0,0,0,0,0,1,0,0
0xc83132ef051c8ecf09f23ab6399854555837dab7,2,"dsproxy #221,166",CA,134,10653.19333,0.012578388,0,49,0,1.244897959,0.857142857,0,1,0.472727273
0x2192d8f49bfd9f1a6435e9367a24ef301575afd0,1,fake_phishing678780,CA,1,0,1,0,0,0,0,0,1,0,0
0x9fc7849201ae3535c869e5b1256639521d6715d4,1,fake_phishing994897,CA,1,0,1,0,0,0,0,0,1,0,0
0x4aa96469d12897c9a90d5dd35a8185991a982f3b,1,fake_phishing674289,CA,1,0,1,0,0,0,0,0,1,0,0
0x325f92be184653390f25e80801f2a298ecc4ffd5,0,,EOA,621,1656.453333,0.374897371,0,14,0,1.75,0.727272727,0,0.991652755,0.636363636
0xbb9544ff2635f54863c564e9df5773ed86de964a,1,fake_phishing637008,CA,1,0,1,0,0,0,0,0,1,0,0
0x77b0b67ee3a864d7a60911e087b5b0c2edfb55f0,0,,CA,167,1268.516667,0.131649827,0,79,0,0.075949367,25.66666667,0,0.06097561,0.952941176
0x68c1681a4ce8e36b1586e9025af848a780bb6bc8,0,,CA,28,12871.41667,0.002175363,0,0,0,0,0,0,1,0
0x889edc2edab5f40e902b864ad4d7ade8e412f9b1,2,lido: withdrawal queue,CA,265556,16781.28,15.82453782,78,74092,0.987341772,0.043824486,15913.66667,0,0.009024168,0.999625023
0x54180fbdd7073677de85a512737f9f81b27b5cb8,1,fake_phishing674267,CA,1,0,1,0,0,0,0,0,1,0,0
0x6d93c4d84032c4ec0d7b0304807c8d689f9bb799,0,,EOA,10,0.043333333,230.7692308,4,0,1,0,0,0,0.7,0
0xec398441787955f1702215a5fbbfceb3d07dc8f2,0,,EOA,9,418.9866667,0.021480397,0,3,0,2,1,0,0,0
0x59f4e20ca093b591e78ee10daa1d6bcdbd5a8723,1,fake_phishing638804,CA,1,0,1,0,0,0,0,0,1,0,0
0x701d9d37397f5e8e4cfc9852b6ef13286f234d08,1,fake_phishing680313,CA,1,0,1,0,0,0,0,0,1,0,0
0x584e307f14e532b8abd1cf2b65c4531cf22488d9,1,fake_phishing599695,CA,1,0,1,0,0,0,0,0,1,0,0
0x7e5cd94c4c5e2d9eaa2b8fe429a1e281235cf597,0,,EOA,34,1951.026667,0.017426722,0,3,0,5.666666667,0.333333333,0,0.923076923,0.6
0xb3e6eda1115434e803300cb8eb53513bb610f261,0,,EOA,2,43.37666667,0.046107738,0,0,0,0,0,0,0.5,0
0x1951ee22cf1a10007a5193fe8f2f0485de92c22f,0,,EOA,33,332.37,0.099286939,0,6,0,0.75,1,0,0.625,1
0xd5e5f81044415240871d79130a6bc39f5bbf0d3d,1,fake_phishing679368,CA,1,0,1,0,0,0,0,0,1,0,0
0xfe8ce3d9a6aad3bb93dad9ea8f92c3fb8db07862,0,,EOA,2,1.08,1.851851852,0,0,0,0,0,0,0.5,0
0x8a0fda2da875faff04645e66751e4389caf43cd4,0,,EOA,15,2810.323333,0.005337464,0,11,0,0.363636364,3.666666667,0,0,0
0x7f09cecd3ef6624d976ff852286b8eeaf17e964c,0,,EOA,7,2582.19,0.002710877,0,3,0,1.333333333,1.333333333,0,0,0
0x0be5d40aeaa50afa65705c2b0f6877b4c34fbd70,0,,EOA,4,1171.68,0.003413901,2,0,1,0,0,0,0.75,0
0x1fd6d02c8a30e837896cbac4a090e1f3bb654582,1,fake_phishing607817,CA,1,0,1,0,0,0,0,0,1,0,0
0x7684d459dd15e9f097c9350bd95cd82cb7364aba,0,,EOA,7,2576.466667,0.002716899,0,3,0,1.333333333,1.333333333,0,0,0
0xdfbd1a00e41424c972778df566a9a9cfc2cd8d81,0,,EOA,177,608.25,0.290998767,0,36,0,1.5,0.72,0,0.769230769,0.988235294
0xb98f8c0f4844b69fc1fd10c32bcd44d00d9723d2,1,fake_phishing987335,CA,1,0,1,0,0,0,0,0,1,0,0
0x6e844c097ce86d14f3986308aab969de4ad65833,0,,EOA,10,245.12,0.040796345,0,2,0,2.5,0.75,0,0.666666667,0
0xe6e30255df13ede259f0fa1a5b977e904aaee008,0,,EOA,2,186.2933333,0.010735757,0,0,0,0,0,0,0.5,0
0x960d19fa6617772fdcf337ae7a5a51eeab9fabd3,0,,EOA,3,0.01,300,0,1,0,2,1,0,0,0
0x569e67b79bb18a962219f4ba1e90fd6b9cfcddc1,1,fake_phishing678767,CA,1,0,1,0,0,0,0,0,1,0,0
0x65bc62e1468bba1f94bf76f2f7c03ebf22020c5f,1,fake_phishing638869,CA,1,0,1,0,0,0,0,0,1,0,0
0x0178a123903e6125f2e570b2aa08c2df6b27d187,1,fake_phishing637307,CA,1,0,1,0,0,0,0,0,1,0,0
0x3be443fea9dc22a3a30bf03fc62ded2925a3516f,0,,EOA,8,2816.533333,0.002840371,0,4,0,1,1.666666667,0,0,0
0xdb44fe15038b21fc834e6432b8a356f818e5b30c,1,fake_phishing987383,CA,1,0,1,0,0,0,0,0,1,0,0
0x92c9d6b536b6c5737f3528cc00ad7c9c1e72182f,0,,EOA,2,66.45,0.030097818,0,0,0,0,0,0,0.5,0
0xaf802160157855e7a80bfee678a1ca79080f8a65,1,fake_phishing987522,CA,1,0,1,0,0,0,0,0,1,0,0
0x228913241badb2d9bf6b2dbb9723257912347231,0,,EOA,8,2856.896667,0.002800241,0,4,0,1,1.666666667,0,0,0
0xed826d067ef4a6f13f21bb46ea96d6a95137c601,0,,EOA,2,0.003333333,600,0,1,0,1,1,0,0,0
0x58aa9982ff3f01b3a251c884e0a06886ff6f9f3a,0,,EOA,3,0.006666667,450,0,1,0,2,1,0,0,0
0x2c6855d2e6c0ad966b3b5483bb926165ec5aa63d,0,,EOA,7,2346.02,0.002983777,0,3,0,1.333333333,1.333333333,0,0,0
0xb3c4a19735039910eff42a4e0ba84071fd942d9d,1,fake_phishing638745,CA,1,0,1,0,0,0,0,0,1,0,0
0x3f37c7d8e61c000085aac0515775b06a3412f36b,0,,CA,20030,13084.5,1.530818908,0,7262,0,1.514183421,1.193957115,0,0.5,0.881531384
0xadd91225b5a8c3fa78a8b76081caf286d76ca399,0,,EOA,2,50.06666667,0.039946738,0,0,0,0,0,0,0.5,0
0x718772a903ad979ecb2546d6d8beb3ba991446f2,1,fake_phishing674091,CA,1,0,1,0,0,0,0,0,1,0,0
0x0b105a89f84ae6f411c32e1b2ba5492a61fca2cd,0,,EOA,5,572.1833333,0.008738458,3,0,1,0,0,0,0.8,0
0xffbcb96cc5aeca4d9c873ec63116c8c7ad6dce4c,0,,EOA,2,1.51,1.324503311,0,0,0,0,0,0,0.5,0
0xea4f13eb15dbe5c1f2f9cfd52d9ffa7c51f9cce4,1,fake_phishing989668,CA,1,0,1,0,0,0,0,0,1,0,0
0x59fe14af3ce9f15b06fb23dad670f3e68f885024,0,,CA,34365,32630.43722,1.053157816,0,5703,0,0.804488866,0.011820331,0,0.019326229,0.881255466
0xf26d6c077d304a8c5d331d1e21310d657569970e,0,,EOA,15,2810.52,0.005337091,0,11,0,0.363636364,3.666666667,0,0,0
0xbf089c8eacc99ee5ed859d6ed602a7deceafa38b,1,fake_phishing588969,CA,1,0,1,0,0,0,0,0,1,0,0
0xd42e368096d0ed5f16e2d89e0b325783fa3be1bb,0,,EOA,7,2581.723333,0.002711367,0,3,0,1.333333333,1.333333333,0,0,0
0x0d2ccc442063e24eccb48ebc1f6b02aed123f2bf,0,,EOA,8,2870.396667,0.002787071,0,4,0,1,1.666666667,0,0,0
0xf8e64ffecb898369624928e28528c393267ffb46,0,,EOA,8,2125.476667,0.003763862,6,0,1,0,0,0,0.875,0
0x2a6190e18e4a966cc8c14bcc49c294decc47c7eb,1,fake_phishing599673,CA,1,0,1,0,0,0,0,0,1,0,0
0x898141223ead7745eec21d28dca29d775d986bdf,0,,EOA,7,2379.553333,0.002941729,0,3,0,1.333333333,1.333333333,0,0,0
0x3670e1c4c334f879586009dd42bbb73616598c68,0,,EOA,3,1888.453333,0.001588602,1,0,1,0,0,0,0.666666667,0
0x6fff4e84fed30cfe969812a3f0aadf4fa94e74d5,1,fake_phishing989203,CA,1,0,1,0,0,0,0,0,1,0,0
0x00005e36e2c495398d3b36bfbe5d7cf2de220000,1,fake_phishing657258,CA,685,85.53333333,8.008573655,0,44,0,2.136363636,1.3,0,0.397660819,0.427536232
0xbfbce6df79809eae188f4b9df37265b438cb86ff,0,,EOA,15,2828.67,0.005302846,0,11,0,0.363636364,3.666666667,0,0,0
0x919ac6bbcfedf80fd0cccaf1b2229ac8b257a19c,0,,EOA,2,33.15333333,0.060325759,0,0,0,0,0,0,0.5,0
0xed4f228b3ec4fa0533f37f18fa57da88651ce45b,0,,EOA,620,5496.226667,0.112804664,0,102,0,8.730769231,1.7,0,0.973684211,0.193675889
0xfecb3f7c54e2caae9dc6ac9060a822d47e053760,0,,CA,14,1423.723333,0.009833371,0,2,0,1,1.5,0,1,1
0x5f07920764a400c5ed0da6a0f2f35efdb74f589a,0,,CA,33,13791.58,0.002392764,0,0,0,0,0,0,0.515151515,0
0xb9c56bdebf6cc2bfa83c4b9dd38c6add1fb305ae,0,,EOA,2,7.326666667,0.272975432,0,0,0,0,0,0,0.5,0
0x2f13af41443092332ea39fb6c31414c8dd4c234f,1,fake_phishing680024,CA,2,83.95,0.023823705,0,0,0,0,0,0,1,0
0x739b9579e5939814cac54ece78d81fb82dac92c9,0,,EOA,3,2709.32,0.001107289,1,0,1,0,0,0,0.666666667,0
0xbd3203570a6e57e53618a406cf0388281c36bb07,1,fake_phishing987463,CA,1,0,1,0,0,0,0,0,1,0,0
0x333e1c45df43301d7a1b821f0aa637d2a0c19a50,1,fake_phishing588950,CA,1,0,1,0,0,0,0,0,1,0,0
0x3aa2e01c07e82f9b95b09c9a43ec816111e5ed78,1,fake_phishing599761,CA,28,20.03,1.397903145,0,0,0,0,0,0,1,0
0xfd7b90664fb7f186f451a43f2fb7d44b2a96126c,0,,EOA,2859,3049.603333,0.937498975,489,2,1,2.5,0.6,0,0.668302945,0.857142857
0xb2be8771bf542c4dc5a83bf504909de0f046abe4,0,,EOA,3,0.013333333,225,0,1,0,2,1,0,0,0
0x3a8d9ff3b6bf971b1261e2e2c0aedc882edecf3f,0,,EOA,7,2574.086667,0.002719411,0,3,0,1.333333333,1.333333333,0,0,0
0xba1a2774b17457b50b6210f51f4da41c4424d22c,0,,EOA,8,3069.976667,0.002605883,0,4,0,1,1.666666667,0,0,0
0xab81f95901fa139127dea4880066f95806344100,1,fake_phishing674096,CA,1,0,1,0,0,0,0,0,1,0,0
0x09f375061d0661f7ed8a75d375afc96ed04a472e,1,fake_phishing995377,CA,1,0,1,0,0,0,0,0,1,0,0
0xfa0ca92da4c5a7d80cceb09410bcfb4d6b2cb9a9,1,fake_phishing638290,CA,1,0,1,0,0,0,0,0,1,0,0
0x7aa2b218361f55473ab33e5eb863a3644012a60c,1,fake_phishing987561,CA,1,0,1,0,0,0,0,0,1,0,0
0x7156b23feaf295e109d69148665bff737809cea4,0,,CA,21982,5024.043333,4.375360351,0,2979,0,1.105404498,0.7,0,0.291427686,1
0x447f53a555e7bc5ee94aa65dacbe1cc4d7064669,1,fake_phishing680338,CA,1,0,1,0,0,0,0,0,1,0,0
0x462c96a3b2499d95e57a5c764b352432cf0a23d4,0,,EOA,15,2857.183333,0.005249926,0,11,0,0.363636364,3.666666667,0,0,0
0x8af07a0aec895cc84aeff6d8c126037e28752ccf,0,,EOA,2,18.61666667,0.107430618,0,0,0,0,0,0,0.5,0
0x33af01e2350409a00caa89d14f32143f9b066e3d,0,,CA,4,11331.33667,0.000353003,0,0,0,0,0,0,1,0
0x597154c59f748a22cf7db0aebbc9ca89dea0cc05,1,fake_phishing994350,CA,1,0,1,0,0,0,0,0,1,0,0
0xe93c44647a16c34dc11d4da6aef548fdd13572a5,1,fake_phishing674160,CA,1,0,1,0,0,0,0,0,1,0,0
0x0d3f6c4c78863003379243c2231304c70cca2dc1,0,,EOA,14,1012.37,0.013828936,4,2,1,0.5,1.5,0,0.8,1
0x0000677872e78ecb01e82390693d1da66ce20000,1,fake_phishing741345,CA,102,83.82333333,1.216844952,0,7,0,2.142857143,1,0,0.38,0.272727273
0x163aa71656b0b429aee143513a9cf189b92a19b8,0,,EOA,16,2785.676667,0.005743667,0,3,0,1,0.75,0,0.777777778,0.666666667
0xf6f103e6466e7c8fb785e73fa207781762c0acfb,0,,EOA,2,6.75,0.296296296,0,0,0,0,0,0,0.5,0
0xca6899de074f4861eef7174308156fa148a5443c,0,,EOA,3,0.006666667,450,0,1,0,2,1,0,0,0
0x654019cdf9a1b76b4af9f12a899a32235da81f15,1,fake_phishing740400,CA,5,14.66,0.34106412,0,0,0,0,0,0,0.6,0
0x2159f7deab1e961465db86d73de8df0577e52e74,0,,EOA,8,2542.39,0.003146645,0,4,0,1,1.666666667,0,0,0
0x12bc774c9db27c422be8c8cbf3e7e2271e38ee5c,0,,CA,176,577.33,0.304851645,0,0,0,0,0,0,1,0
0xe7c58ba1274e6777ddda8855a9e029fcded3b30c,1,fake_phishing599677,CA,1,0,1,0,0,0,0,0,1,0,0
0xd592ea443e9b09c8203163e1711b34c227d4ecf4,1,fake_phishing994363,CA,1,0,1,0,0,0,0,0,1,0,0
0xe82209b35103f12532f62cd1bc9dd8467125e028,1,fake_phishing681309,CA,1,0,1,0,0,0,0,0,1,0,0
0xd77d092a7a3f77cfca07242b7b5f214a7f5b7af2,0,,EOA,2,11.87666667,0.168397418,0,0,0,0,0,0,0.5,0
0xed230d275c8478dc1ac6c6c2edbc5178f7a92082,0,,EOA,7,1494.886667,0.004682629,5,0,1,0,0,0,0.857142857,0
0x56b7edd1a8c7a05603a7c3685cdc1a0c9844254e,1,fake_phishing639617,CA,1,0,1,0,0,0,0,0,1,0,0
0xc0dd0253c4ded831f43d105e0b5f52139f0e5efe,0,,EOA,2,49.25666667,0.040603641,0,0,0,0,0,0,0.5,0
0xa121ec984a621090ecc842ba5e6a50a1d20ba784,0,,EOA,15,2828.766667,0.005302664,0,11,0,0.363636364,3.666666667,0,0,0
0x56b7a578fbaa97f105c047b8e5892e0c2e21277c,0,,EOA,3,0.02,150,0,1,0,2,1,0,0,0
0x4137e9d51a86a1be4534a9830cb9abc205dcb04e,0,,EOA,2,83.03333333,0.024086712,0,0,0,0,0,0,0.5,0
0x0000ee9ee75403c56f28c07be8972f295a4d0000,1,fake_phishing681165,CA,254,72.33333333,3.511520737,0,16,0,1.9375,1,0,0.362204724,0.553191489
0x8bd8f0845c022332de5aa1eafa64f7c817a8e967,1,fake_phishing740649,CA,1,0,1,0,0,0,0,0,1,0,0
0xd0454428ecd868a9ac615125fcbdb5da9027436e,2,clipper,CA,1769,13610.42,0.129973946,0,541,0,1.284658041,0.409448819,0,0.046904315,0
0xe5d871091691f7e531127920be912855e52f8e0f,1,fake_phishing636491,CA,1,0,1,0,0,0,0,0,1,0,0
0x1257c3f339f0f1f14794de770a446c560f06076c,0,,EOA,3,0.006666667,450,0,1,0,2,1,0,0,0
0x9d1d8a22f21efb00dbbf621722c91f99940239a0,1,fake_phishing987483,CA,1,0,1,0,0,0,0,0,1,0,0
0xd721a98700767044ce5155851a6be7396f13401b,1,fake_phishing599519,CA,1,0,1,0,0,0,0,0,1,0,0
0xcaf570ba745b1d9c4acf3d588f44cb293e7c5937,1,fake_phishing599675,CA,1,0,1,0,0,0,0,0,1,0,0
0x760d63bf853e21a558de2b6cd62255ec5ae9975e,0,,EOA,5,3510.37,0.001424351,3,0,1,0,0,0,0.8,0
0x55fb1c99079c9b90715331ee7712d7d258e1aa62,1,fake_phishing994315,CA,1,0,1,0,0,0,0,0,1,0,0
0x09def5abc67e967d54e8233a4b5ebbc1b3fbe34b,0,,CA,198,6441.26,0.030739327,0,36,0,0.166666667,7.5,0,0.193548387,0
0xdd9464b800d661532c5714694a36d8e0ca160d6e,0,,CA,5,5192.17,0.000962988,0,0,0,0,0,0,1,0
0xf2179c57d200c8f93b536d40b4403ec30007b35d,1,fake_phishing599783,CA,1,0,1,0,0,0,0,0,1,0,0
0xa35d70cb20d209fc691ccdbc1f778c01c02a0140,2,"dsproxy #170,118",CA,389,39878.67694,0.009754586,0,142,0,1.211267606,0.857142857,0,1,0.732484076
0x3018e9eada91541e3f3d7386e1373385db6e3d9a,0,,EOA,13,2980.593333,0.004361548,0,7,0,0.857142857,1.666666667,0,0,0
0x2ea21cf928500d998c96c8170f70e9931d98e85b,1,fake_phishing741261,CA,1,0,1,0,0,0,0,0,1,0,0
0xcd70853abe27a3038b748cd509c38edcf66faff2,0,,EOA,2,96.37333333,0.020752629,0,0,0,0,0,0,0.5,0
0x86a29fb83df83de07748798df68651efa19ea93f,1,fake_phishing1334901,CA,2,16.32,0.12254902,0,0,0,0,0,0,1,0
0x4f5e12233ed7ca1699894174fcbd77c7ed60b03d,0,,CA,10143,6450.946667,1.572327369,0,6018,0,0.678630774,2.92760181,0,0.282051282,0
0x10809c2b211fc4bbb6409d83662b84941fcb16dc,0,,EOA,8,2895.863333,0.002762561,0,4,0,1,1.666666667,0,0,0
0xa9e5173001bcd7f7a7bc9f9fedf01a3cd0bb8854,1,fake_phishing987906,CA,1,0,1,0,0,0,0,0,1,0,0
0xbd53ee8daf28cb9a3dfd113477904124a1aea1d4,1,fake_phishing987941,CA,1,0,1,0,0,0,0,0,1,0,0
0x0ac0afb16910a90e16df980f2dea4592d24e9bf2,1,fake_phishing636237,CA,1,0,1,0,0,0,0,0,1,0,0
0x3de471c26d059c6e1f5cce740339f23bba0088fa,0,,EOA,8,3002.206667,0.002664707,0,4,0,1,1.666666667,0,0,0
0xdca356b20ede0074623d27017645f7a3f233ba28,1,fake_phishing638326,CA,2,434.3966667,0.004604087,0,0,0,0,0,0,1,0
0xc9aaa3a842a4485c39bdcfb4ace34b178dd7cab0,0,,EOA,20,3489.62,0.005731283,0,8,0,0.75,1.25,0,0.923076923,1
0xe019f11bdc1b3b32cfa3ab861625045cfe43c0d2,0,,EOA,49,1009.09,0.048558602,16,0,1,0,0,0,0.959183673,0
0x93a2c13fe6a0459f9ce171c283d4d30aa77e7c9d,0,,CA,3,94.44666667,0.031763958,0,0,0,0,0,0,1,0
0x6df6361fd2aa47c94ecaabdd943475a7dacce688,1,fake_phishing599699,CA,1,0,1,0,0,0,0,0,1,0,0
0xe99fe1d334b6a74d00adf4522e5051361de2bf40,0,,EOA,4283,15492.67,0.276453316,5,3048,0.003511236,0.124002455,1.171171171,0,0.913097199,0.913708356
0xa7bc2d8c7f97363187149e78c891a8bba4eea6cc,0,,EOA,2,10.97333333,0.182260024,0,0,0,0,0,0,0.5,0
0xde16028d5774ed8d3868692a797dacea71f07b85,0,,CA,39,3157.89,0.012350019,0,9,0,0.888888889,1.25,0,0.318181818,0
0xfc444daad18ece547dfa073203541bf504c8407e,0,,EOA,3,0.006666667,450,0,1,0,2,1,0,0,0
0xa1a318403533d7d8607cf114e9c4cf48ac6594dc,1,fake_phishing639667,CA,1,0,1,0,0,0,0,0,1,0,0
0x06bfc14263bd81e66fab48219840608cc046cf30,1,fake_phishing740574,CA,1,0,1,0,0,0,0,0,1,0,0
0xd14889d3ea5b655ac56e22b85a2b44426ee2db40,1,fake_phishing995337,CA,1,0,1,0,0,0,0,0,1,0,0
0x00008f6d1498fcaec194bed292ad880704140000,1,fake_phishing657087,CA,36,1235.67,0.029133992,0,2,0,3,0.6,0,0.388888889,0.375
0x74119c3bca85bea0538a62319a79b4a372590b47,0,,CA,365,30173.95167,0.012096526,0,34,0,1.617647059,0.423076923,0,0.175824176,0.831460674
0x87071d43949ac01edc30d95b5e595c944c05e3be,1,fake_phishing987973,CA,1,0,1,0,0,0,0,0,1,0,0
0x90f296f11a678cf3298580864485b9c486271efc,0,,EOA,2,0.583333333,3.428571429,0,0,0,0,0,0,0.5,0
0xaafab344bd6f608ad28095ebc14fb5c2a3a71496,1,fake_phishing599704,CA,1,0,1,0,0,0,0,0,1,0,0
0xae26170200ec3ae66b8afaa87f2fa49c1e0a02b9,0,,CA,4977,35053.31306,0.141983726,0,902,0,0.685144124,1.096436059,0,0.032108765,0
0x1af6a1a2f6b674c1943154fb16d157ae91be18e6,0,,EOA,3,0.02,150,0,2,0,0.5,1,0,0,0
0x05c5f6f08bcd44e0a3de34f3bb47a6f2b952b53c,0,,EOA,2,1.11,1.801801802,0,0,0,0,0,0,0.5,0
0xd19ed1a4e2bb144ccb123e8b956732105552036f,1,fake_phishing608091,CA,1,0,1,0,0,0,0,0,1,0,0
0x1cabef12eb4e5cc80013063870ed3f510a5e2f54,1,fake_phishing638777,CA,1,0,1,0,0,0,0,0,1,0,0
0x27ee7b1ad9626a7b0bd53faf76b0115d699ef7a8,1,fake_phishing608140,CA,1,0,1,0,0,0,0,0,1,0,0
0x89d6992b92aa832d5529f4585069ae82d5d50bf5,1,fake_phishing637295,CA,1,0,1,0,0,0,0,0,1,0,0
0x1a88df1cfe15af22b3c4c783d4e6f7f9e0c1885d,2,aave: staked gho,CA,19333,10535.01,1.835119283,1,6049,1,0.181021656,2.437894737,0,0.007548408,0.999860022
0xb34fd47bdc979c311830f8162aeda26f4796c758,0,,EOA,25,1702.436667,0.014684834,0,4,0,0.666666667,1,0,0.777777778,0.6
0x1fa98c619de986074b73fd298024742330b2d54e,0,,EOA,2,6.13,0.326264274,0,0,0,0,0,0,0.5,0
0x18ba590ef0c549fedeef5a4e0ac9f904af7eaed9,0,,EOA,3,0.006666667,450,0,1,0,2,1,0,0,0
0x8d583178d1d4ccf6340e103e259e0cceaec49d9e,1,fake_phishing679011,CA,1,0,1,0,0,0,0,0,1,0,0
0x8b0f0e432d29bda4f43cdf5bb2da94b942653fa1,1,fake_phishing637459,CA,326,188.09,1.733212824,0,19,0,2.421052632,0.857142857,0,0.494252874,0.415384615
0x03f2b1200c0c5972b6ec64a104cdbe0a22b45bc8,1,fake_phishing740469,CA,1,0,1,0,0,0,0,0,1,0,0
0x4f75d730ec18f90703422265ee53a9c4f250d31c,1,fake_phishing608092,CA,1,0,1,0,0,0,0,0,1,0,0
0x9ee97cb9e035c95bc6348673e6794952af942ae0,0,,CA,5,8537.066667,0.000585681,0,0,0,0,0,0,1,0
0xe3cf3340340381eef4dabe95fe72b4a62f0ddfa5,1,fake_phishing995371,CA,1,0,1,0,0,0,0,0,1,0,0
0x06a35093cbd81092b8552b87a64750139dd6f0f6,0,,EOA,7,2582.22,0.002710846,0,3,0,1.333333333,1.333333333,0,0,0
0xae705fce79f4aa27de72495c09e75634c315cdb4,0,,EOA,2,0.413333333,4.838709677,0,0,0,0,0,0,0.5,0
0xd29990bec59999af105ec52f4e37d6cac84c0db2,0,,EOA,2,77.48,0.025813113,0,0,0,0,0,0,0.5,0
0x0000991cf12c08b638470969ff1ccbab91660000,1,fake_phishing793980,CA,159,72.02333333,2.207617902,0,10,0,2.3,0.909090909,0,0.392405063,0.212121212
0xb2368462e269856a4c04d5ba2c49f308c9d0586b,0,,EOA,46,2541.893333,0.018096747,0,0,0,0,0,0,0.97826087,0
0x79e3a197d7292d8c7e9429a1c1cf963af2442d84,0,,EOA,3,0.006666667,450,0,1,0,2,1,0,0,0
0x07d3ee247e58840821183adc650088bbb15fd543,0,,EOA,15,2925.15,0.005127942,0,11,0,0.363636364,3.666666667,0,0,0
0xfb512455b85252813e177ad1de8f22190d82198b,0,,EOA,7,2575.303333,0.002718126,0,3,0,1.333333333,1.333333333,0,0,0
0xbd4df0a22ff1c60d57a28ad73059a674b589c361,1,fake_phishing994500,CA,1,0,1,0,0,0,0,0,1,0,0
0x39a82a969246203c5efca79281aeb5fc498eae39,1,fake_phishing607916,CA,1,0,1,0,0,0,0,0,1,0,0
0x54018510b42fa48b7591aad6777bb7d7f2951233,1,fake_phishing599676,CA,1,0,1,0,0,0,0,0,1,0,0
0xffc665ac7e4fc38b13b3ee7f22fc0c1d44f9b0c4,1,fake_phishing741125,CA,1,0,1,0,0,0,0,0,1,0,0
0xa6809f123d5476ea0ae614949be9ab36547114bc,1,fake_phishing636495,CA,1,0,1,0,0,0,0,0,1,0,0
0xf1bae7eb717f7ffa458a9d61e6419cdc41ff15e1,2,"dsproxy #188,749",CA,13,35180.18861,0.000369526,0,3,0,1.333333333,0.8,0,1,0.714285714
0x31b17c424193717bcb8c146fa939c4e12b795c3e,0,,EOA,7,2583.306667,0.002709705,0,3,0,1.333333333,1.333333333,0,0,0
0x594402dd47eb6dc4c6e0978a057867d10d32aab8,0,,EOA,7,2582.036667,0.002711038,0,3,0,1.333333333,1.333333333,0,0,0
0x87dd9d598a8dea48b225d3f5c453154337b468e8,0,,EOA,7,2582.953333,0.002710076,0,3,0,1.333333333,1.333333333,0,0,0
0xad05032e360a0b5d68428c8c6f5d6daee3779ad4,0,,EOA,2,2.52,0.793650794,0,0,0,0,0,0,0.5,0
0xca72e699c2e51f3b26de57c6e704a7b1f2569fd4,0,,EOA,42,100.7433333,0.416901036,0,9,0,1,0.666666667,0,0.958333333,1
0x341e41d998bb8176c81cec3cda761f379f1a96ab,0,,EOA,3,0.006666667,450,0,1,0,2,1,0,0,0
0xcd0fcc066241bb17445f59a628ccfb637ae8d098,0,,EOA,27,2751.476667,0.009812913,1,3,0.5,0.5,1.5,0,0.826086957,0.666666667
0xb24ef7a37114317d181a5d6922d6942cfdfa72d6,1,fake_phishing987946,CA,1,0,1,0,0,0,0,0,1,0,0
0x0068b450b26539f288ddd1694d5b4c5db73ce4e5,1,fake_phishing674099,CA,1,0,1,0,0,0,0,0,1,0,0
0xca522620b5d36463b5cd07bb1f6c08210b1afa25,1,fake_phishing794013,CA,1,0,1,0,0,0,0,0,1,0,0
0x6cf5da5956170e381c1dfb5e4ad887b2e96afd73,0,,EOA,2,68.65666667,0.029130456,0,0,0,0,0,0,0.5,0
0x0000cd3995dbca01fdc9e7017c4cab5566eb0000,1,fake_phishing740431,CA,139,962.1466667,0.144468619,0,7,0,2.285714286,0.777777778,0,0.460526316,0.347826087
0xb74749b2213916b1da3b869e41c7c57f1db69393,2,secured finance : token vault,CA,1005,10929.83333,0.091950167,0,239,0,0.774058577,2.333333333,0,0.02739726,0.942528736
0x711e1047f4674753bb09295b3ba44d7dc0473e19,1,fake_phishing638918,CA,1,0,1,0,0,0,0,0,1,0,0
0x17f9ae484e7d1873b00773b2c125af6b66cc8de8,1,fake_phishing636230,CA,1,0,1,0,0,0,0,0,1,0,0
0x580bcf13dbbd2c5b88b67116569b41cd410d99e2,1,fake_phishing785483,CA,1,0,1,0,0,0,0,0,1,0,0
0x85424f16b768670ab76f0913667ac7bf6efc4cbe,0,,EOA,3,984.1433333,0.003048336,1,0,1,0,0,0,0.666666667,0
0x5beae0d16671b785419ac00848b9f5e8ea5aed80,0,,EOA,2,69.52666667,0.028765941,0,0,0,0,0,0,0.5,0
0xea92eda98c65913f90fd9aa2dfc8e95bdf1cfe59,0,,EOA,17,806.99,0.021065936,0,5,0,2.4,0.75,0,0,0
